userId,joined-date,active,birthday,gender
518,2015-04-25 11:21:59,0,1991-01-12,Male
519,2015-04-25 11:31:26,1,1990-06-11,Male
520,2015-04-25 12:25:10,1,1984-10-05,Male
521,2015-04-25 12:54:50,1,1987-09-03,Male
522,2015-04-25 13:38:33,1,1984-05-13,Male
523,2015-04-25 13:41:58,1,1985-05-13,Male
524,2015-04-25 13:42:18,1,1981-03-18,Male
525,2015-04-25 15:02:09,1,1991-11-16,Female
526,2015-04-25 15:21:39,1,1990-01-02,Female
527,2015-04-25 16:32:24,1,1987-11-12,Female
528,2015-04-25 16:44:41,1,1988-06-04,Male
529,2015-04-25 18:59:35,1,1992-07-18,Male
530,2015-04-25 19:01:06,1,1986-05-15,Male
531,2015-04-25 19:23:22,1,1987-08-10,Male
532,2015-04-25 20:03:21,1,1985-11-22,Male
533,2015-04-25 20:04:29,1,1986-03-15,Male
534,2015-04-25 20:07:37,1,1987-12-12,Male
535,2015-04-25 20:09:10,1,1978-08-04,Male
536,2015-04-25 20:10:03,0,1988-10-16,Female
537,2015-04-25 20:10:33,1,1977-11-10,Male
538,2015-04-25 20:13:03,1,1985-02-23,Female
539,2015-04-25 20:13:10,0,1990-06-13,Male
540,2015-04-25 20:13:30,1,1986-12-24,Female
541,2015-04-25 20:14:17,1,1984-05-06,Male
542,2015-04-25 20:14:47,0,1991-02-04,Female
543,2015-04-25 20:14:48,1,1991-10-06,Female
544,2015-04-25 20:21:42,0,1990-05-08,Male
545,2015-04-25 20:22:52,1,1987-05-09,Female
546,2015-04-25 20:23:06,1,1986-12-20,Male
547,2015-04-25 20:23:31,1,1988-12-13,Female
548,2015-04-25 20:24:56,1,1984-11-20,Female
549,2015-04-25 20:25:35,1,1985-01-10,Male
550,2015-04-25 20:26:25,0,1989-11-03,Female
551,2015-04-25 20:30:47,1,1991-03-23,Male
552,2015-04-25 20:34:39,0,1988-03-06,Female
553,2015-04-25 20:36:48,1,1989-11-27,Female
554,2015-04-25 20:39:52,1,0000-00-00,Female
555,2015-04-25 20:52:44,0,1988-12-12,Male
556,2015-04-25 21:00:19,1,1978-08-26,Male
557,2015-04-25 21:02:13,1,0000-00-00,Male
558,2015-04-25 21:14:02,1,1982-03-21,Male
559,2015-04-25 21:21:47,0,1991-01-30,Male
560,2015-04-25 21:23:46,1,1991-01-23,Male
561,2015-04-25 21:31:09,1,0000-00-00,NULL
562,2015-04-25 21:36:24,1,1982-04-22,Male
563,2015-04-25 21:36:30,0,1983-01-19,Female
564,2015-04-25 21:37:37,1,1988-08-25,Male
565,2015-04-25 21:45:53,1,1986-04-08,Male
566,2015-04-25 21:52:23,1,1980-10-14,Male
567,2015-04-25 22:00:19,0,1987-09-19,Male
568,2015-04-25 22:10:08,0,1985-10-14,Male
569,2015-04-25 22:11:13,0,1993-05-07,Male
570,2015-04-25 22:14:59,0,1993-05-07,Male
571,2015-04-25 22:23:04,0,1993-04-02,Female
572,2015-04-25 22:34:57,1,1981-12-28,Male
573,2015-04-25 22:59:31,0,1989-01-02,Male
574,2015-04-25 23:05:40,0,1986-04-02,Male
575,2015-04-25 23:27:30,1,1987-04-26,Female
576,2015-04-25 23:36:27,0,1989-03-03,Female
577,2015-04-25 23:43:15,0,1989-03-03,Female
578,2015-04-25 23:53:09,0,1984-03-10,Male
579,2015-04-26 00:06:24,1,0000-00-00,Male
580,2015-04-26 00:40:12,0,1986-05-17,Male
581,2015-04-26 00:45:56,1,1986-05-17,Male
582,2015-04-26 01:05:21,1,1985-12-06,Male
583,2015-04-26 01:11:14,0,1989-03-03,Female
584,2015-04-26 09:23:18,1,1989-09-25,Female
585,2015-04-26 10:26:42,1,1988-03-09,Male
586,2015-04-26 10:52:01,1,1989-09-25,Male
587,2015-04-26 11:11:08,1,1986-01-07,Female
588,2015-04-26 11:27:50,1,1986-05-15,Male
589,2015-04-26 11:37:29,1,1984-01-26,Male
590,2015-04-26 12:26:30,1,1979-01-01,Male
591,2015-04-26 12:29:11,1,0000-00-00,Male
592,2015-04-26 13:53:47,0,1980-02-10,Male
593,2015-04-26 15:14:16,0,1989-01-08,Male
594,2015-04-26 16:33:22,0,1989-06-25,Female
595,2015-04-26 16:52:52,0,1986-10-14,Male
596,2015-04-26 17:25:01,0,1989-10-10,Male
597,2015-04-26 17:33:36,1,1976-02-15,Male
598,2015-04-26 18:02:16,1,1984-01-12,Male
599,2015-04-26 18:13:14,1,1983-05-17,Male
600,2015-04-26 18:21:03,0,1985-02-06,Male
601,2015-04-26 18:35:02,1,0000-00-00,Male
602,2015-04-26 18:58:38,1,1987-03-10,Male
603,2015-04-26 19:56:56,1,0000-00-00,Male
604,2015-04-26 20:05:34,1,1994-01-13,Male
605,2015-04-26 20:06:20,1,1974-04-06,Female
606,2015-04-26 20:06:31,1,1987-10-20,Female
607,2015-04-26 20:06:40,1,1987-07-04,Female
608,2015-04-26 20:08:18,0,1978-11-13,Male
609,2015-04-26 20:10:36,1,1978-02-05,Male
610,2015-04-26 20:10:48,1,1987-04-09,Female
611,2015-04-26 20:16:21,1,1992-05-14,Male
612,2015-04-26 20:16:46,0,1994-01-13,Male
613,2015-04-26 20:17:58,1,1980-08-09,Female
614,2015-04-26 20:19:09,1,1992-04-22,Female
615,2015-04-26 20:26:06,1,1987-01-01,Female
616,2015-04-26 20:29:45,0,1986-09-16,Male
617,2015-04-26 20:31:21,1,0000-00-00,Male
618,2015-04-26 20:44:02,1,1987-12-31,Male
619,2015-04-26 20:44:12,0,1993-04-06,Male
620,2015-04-26 20:46:59,1,1990-12-14,Female
621,2015-04-26 20:55:41,1,1986-07-08,Female
622,2015-04-26 21:07:30,1,2023-10-08,Female
623,2015-04-26 21:15:37,0,1992-09-05,Female
624,2015-04-26 21:26:20,0,1979-01-16,Male
625,2015-04-26 21:39:55,1,1984-09-15,Male
626,2015-04-26 22:23:15,1,1989-01-01,Male
627,2015-04-26 22:31:22,0,1990-07-30,Female
628,2015-04-26 22:45:35,0,1988-02-10,Male
629,2015-04-26 23:22:18,1,1990-04-01,Female
630,2015-04-26 23:22:43,1,1985-01-02,Male
631,2015-04-26 23:24:05,1,1992-11-18,Female
632,2015-04-26 23:24:36,1,1989-01-24,Male
633,2015-04-26 23:24:47,1,1983-08-26,Male
634,2015-04-26 23:30:59,1,1990-01-14,Male
635,2015-04-26 23:36:40,1,0000-00-00,Male
636,2015-04-26 23:39:08,1,1985-02-25,Male
637,2015-04-26 23:51:51,0,1989-02-07,Male
638,2015-04-26 23:54:41,1,1981-07-13,Male
639,2015-04-26 23:55:37,1,1990-08-27,Male
640,2015-04-26 23:56:04,1,1989-03-07,Male
641,2015-04-26 23:56:53,1,1975-11-15,Female
642,2015-04-26 23:57:20,1,1986-12-28,Male
643,2015-04-27 00:02:38,0,1988-03-11,Male
644,2015-04-27 00:19:34,1,0000-00-00,Male
645,2015-04-27 00:23:44,1,1986-05-31,Male
646,2015-04-27 00:25:11,0,1988-11-10,Male
647,2015-04-27 00:41:24,1,1992-08-28,Male
648,2015-04-27 00:52:11,1,0000-00-00,Male
649,2015-04-27 00:55:39,1,1986-02-22,Male
650,2015-04-27 02:04:12,1,1987-08-09,Male
651,2015-04-27 04:44:20,1,1987-11-27,Male
652,2015-04-27 06:02:27,1,1987-09-02,Female
653,2015-04-27 06:20:40,1,0000-00-00,Female
654,2015-04-27 06:43:24,1,1987-04-20,Female
655,2015-04-27 07:08:52,1,1976-04-21,Female
656,2015-04-27 07:42:31,1,0000-00-00,Female
657,2015-04-27 07:56:08,1,1987-03-10,Female
658,2015-04-27 08:02:44,1,1989-04-09,Male
659,2015-04-27 08:11:07,1,0000-00-00,Male
660,2015-04-27 08:13:24,1,1983-04-23,Male
661,2015-04-27 08:13:54,1,0000-00-00,Male
662,2015-04-27 08:19:13,1,1988-07-19,Male
663,2015-04-27 08:20:48,1,1981-01-20,Male
664,2015-04-27 08:24:47,0,1980-01-05,Male
665,2015-04-27 08:26:18,1,1982-05-05,Male
666,2015-04-27 08:37:07,1,1984-10-05,Male
667,2015-04-27 08:37:39,1,1987-10-28,Male
668,2015-04-27 08:38:00,1,0000-00-00,Male
669,2015-04-27 08:40:20,1,0000-00-00,Male
670,2015-04-27 08:40:22,0,1984-10-10,Female
671,2015-04-27 08:41:23,1,1991-01-03,Male
672,2015-04-27 08:42:52,1,1989-09-04,Male
673,2015-04-27 08:44:19,1,1984-10-10,Female
674,2015-04-27 08:46:07,1,1979-06-28,Male
675,2015-04-27 08:49:37,1,1985-02-17,Male
676,2015-04-27 08:49:56,1,1990-02-09,Female
677,2015-04-27 08:50:32,0,1970-03-01,Female
678,2015-04-27 08:51:18,0,1989-08-20,Female
679,2015-04-27 08:52:12,1,0000-00-00,Female
680,2015-04-27 08:53:08,0,1991-01-26,Male
681,2015-04-27 08:57:13,0,1987-09-10,Female
682,2015-04-27 09:00:16,1,1981-08-02,Male
683,2015-04-27 09:05:32,0,1986-12-09,Female
684,2015-04-27 09:05:47,1,0000-00-00,Female
685,2015-04-27 09:08:50,1,1980-03-31,Male
686,2015-04-27 09:09:50,1,1986-01-17,Male
687,2015-04-27 09:10:09,1,1986-03-08,Male
688,2015-04-27 09:11:28,0,1983-11-21,Male
689,2015-04-27 09:11:57,1,1983-02-11,Female
690,2015-04-27 09:13:55,1,1983-11-21,Male
691,2015-04-27 09:15:35,1,1990-01-05,Male
692,2015-04-27 09:20:48,0,1973-01-24,Male
693,2015-04-27 09:27:27,1,1987-03-10,Male
694,2015-04-27 09:27:29,1,1987-01-30,Female
695,2015-04-27 09:28:55,1,1982-03-17,Male
696,2015-04-27 09:30:17,1,1987-07-06,Female
697,2015-04-27 09:30:20,1,1982-08-19,Female
698,2015-04-27 09:32:09,1,1987-09-17,Male
699,2015-04-27 09:32:46,0,1971-05-20,Male
700,2015-04-27 09:36:55,1,0000-00-00,Male
701,2015-04-27 09:37:09,0,1987-03-10,Male
702,2015-04-27 09:39:53,1,1985-01-01,Male
703,2015-04-27 09:40:06,1,1981-04-18,Female
704,2015-04-27 09:43:30,1,1986-08-10,Female
705,2015-04-27 09:44:12,0,1982-01-18,Female
706,2015-04-27 09:44:50,1,1986-01-09,Male
707,2015-04-27 09:46:23,1,1990-08-15,Male
708,2015-04-27 09:47:15,0,1989-06-20,Female
709,2015-04-27 09:48:05,0,1986-12-09,Female
710,2015-04-27 09:50:31,1,1982-12-26,Male
711,2015-04-27 09:51:24,1,1978-01-30,Female
712,2015-04-27 09:53:20,0,1982-11-10,Female
713,2015-04-27 09:53:53,1,1973-11-12,Male
714,2015-04-27 09:55:14,1,1982-04-28,Male
715,2015-04-27 10:00:00,0,1983-05-08,Male
716,2015-04-27 10:00:03,1,1989-06-20,Female
717,2015-04-27 10:01:24,1,1992-02-02,Male
718,2015-04-27 10:01:38,0,1990-09-17,Female
719,2015-04-27 10:02:39,0,1985-10-30,Male
720,2015-04-27 10:04:02,1,1983-03-02,Male
721,2015-04-27 10:04:04,1,1988-10-29,Female
722,2015-04-27 10:04:09,1,1979-01-21,Male
723,2015-04-27 10:04:10,0,1982-05-21,Female
724,2015-04-27 10:06:23,1,0000-00-00,Female
725,2015-04-27 10:09:22,1,1982-05-21,Female
726,2015-04-27 10:09:40,0,1973-12-25,Female
727,2015-04-27 10:12:50,0,1976-03-19,Male
728,2015-04-27 10:13:02,0,1986-04-01,Male
729,2015-04-27 10:13:15,1,1990-09-15,Female
730,2015-04-27 10:15:23,1,0000-00-00,Female
731,2015-04-27 10:15:55,1,1981-12-06,Male
732,2015-04-27 10:16:05,1,1991-07-28,Male
733,2015-04-27 10:16:43,1,0000-00-00,Male
734,2015-04-27 10:19:32,1,1986-01-27,Male
735,2015-04-27 10:19:53,1,1986-12-14,Female
736,2015-04-27 10:20:18,1,1983-06-15,Male
737,2015-04-27 10:20:54,0,1989-08-20,Female
738,2015-04-27 10:21:29,1,1980-03-01,Male
739,2015-04-27 10:24:03,1,1989-05-17,Male
740,2015-04-27 10:26:32,1,1988-12-27,Female
741,2015-04-27 10:28:20,0,1988-01-22,Male
742,2015-04-27 10:32:16,1,1987-04-12,Male
743,2015-04-27 10:33:13,1,1989-07-26,Male
744,2015-04-27 10:34:27,1,1991-04-27,Male
745,2015-04-27 10:36:31,1,1988-03-13,Female
746,2015-04-27 10:36:51,1,1992-10-25,Female
747,2015-04-27 10:37:24,1,1989-10-18,Male
748,2015-04-27 10:42:00,0,1987-03-12,Male
749,2015-04-27 10:43:04,1,0000-00-00,Male
750,2015-04-27 10:45:21,0,1977-04-30,Male
751,2015-04-27 10:45:51,0,1977-01-05,Female
752,2015-04-27 10:46:31,1,1981-08-08,Male
753,2015-04-27 10:48:34,1,1986-02-11,Female
754,2015-04-27 10:50:06,1,1992-06-15,Male
755,2015-04-27 10:51:04,1,1992-06-14,Female
756,2015-04-27 10:51:34,1,1982-10-10,Male
757,2015-04-27 10:52:28,1,1983-08-09,Male
758,2015-04-27 10:52:50,1,1987-12-11,Male
759,2015-04-27 10:53:05,0,1988-03-13,Female
760,2015-04-27 10:53:51,0,1987-04-14,Female
761,2015-04-27 10:54:34,0,1983-08-03,Male
762,2015-04-27 10:55:49,0,1986-01-07,Male
763,2015-04-27 10:57:08,1,1986-04-14,Female
764,2015-04-27 10:57:12,0,1988-11-23,Male
765,2015-04-27 11:01:16,0,1984-12-20,Male
766,2015-04-27 11:02:28,1,0000-00-00,Male
767,2015-04-27 11:02:36,1,1989-07-13,Female
768,2015-04-27 11:06:03,1,1985-06-25,Male
769,2015-04-27 11:12:13,1,1977-12-19,Male
770,2015-04-27 11:14:00,1,1979-05-13,Female
771,2015-04-27 11:14:45,1,1987-06-19,Male
772,2015-04-27 11:15:07,1,1990-03-16,Male
773,2015-04-27 11:16:40,1,0000-00-00,Male
774,2015-04-27 11:17:44,1,1986-05-09,Male
775,2015-04-27 11:19:46,1,1986-11-06,Male
776,2015-04-27 11:21:00,1,1987-06-30,Male
777,2015-04-27 11:24:23,1,1989-01-09,Female
778,2015-04-27 11:27:37,0,1973-07-25,Male
779,2015-04-27 11:28:04,1,1990-02-07,Male
780,2015-04-27 11:28:44,1,0000-00-00,Male
781,2015-04-27 11:29:32,0,1990-08-07,Male
782,2015-04-27 11:32:36,0,1980-12-18,Female
783,2015-04-27 11:34:20,1,1992-06-14,Female
784,2015-04-27 11:34:42,1,0000-00-00,Female
785,2015-04-27 11:35:38,1,1990-11-18,Male
786,2015-04-27 11:35:54,1,1986-09-20,Male
787,2015-04-27 11:37:02,1,1983-04-11,Male
788,2015-04-27 11:39:05,1,1991-07-03,Male
789,2015-04-27 11:42:54,1,1986-08-14,Female
790,2015-04-27 11:51:04,1,1984-09-19,Male
791,2015-04-27 11:51:05,1,1983-09-29,Male
792,2015-04-27 11:55:22,1,0000-00-00,Male
793,2015-04-27 11:56:31,1,1989-12-21,Male
794,2015-04-27 11:58:28,1,1987-10-04,Male
795,2015-04-27 11:59:08,1,0000-00-00,Male
796,2015-04-27 12:00:29,1,0000-00-00,Male
797,2015-04-27 12:00:44,1,0000-00-00,Male
798,2015-04-27 12:01:01,1,1991-09-11,Female
799,2015-04-27 12:01:38,1,0000-00-00,Female
800,2015-04-27 12:02:02,1,1982-06-12,Male
801,2015-04-27 12:03:32,0,1983-12-23,Female
802,2015-04-27 12:04:50,1,1986-12-01,Female
803,2015-04-27 12:07:12,1,0000-00-00,Female
804,2015-04-27 12:07:26,1,0000-00-00,Female
805,2015-04-27 12:09:51,1,1987-12-05,Male
806,2015-04-27 12:10:19,1,1969-02-02,Male
807,2015-04-27 12:11:05,1,1977-03-17,Male
808,2015-04-27 12:11:37,1,1991-11-05,Male
809,2015-04-27 12:14:06,1,1979-10-04,Male
810,2015-04-27 12:14:24,0,1991-04-01,Female
811,2015-04-27 12:17:45,0,1991-10-14,Female
812,2015-04-27 12:17:55,1,1985-12-27,Female
813,2015-04-27 12:17:56,1,1990-03-25,Male
814,2015-04-27 12:19:34,1,1982-05-15,Male
815,2015-04-27 12:22:34,1,1991-10-14,Female
816,2015-04-27 12:24:50,1,1984-01-16,Male
817,2015-04-27 12:26:19,1,1984-11-27,Female
818,2015-04-27 12:28:32,1,1988-11-15,Male
819,2015-04-27 12:29:16,1,0000-00-00,Male
820,2015-04-27 12:30:48,1,1981-09-07,Male
821,2015-04-27 12:33:10,1,1974-08-27,Female
822,2015-04-27 12:33:38,1,1976-08-20,Male
823,2015-04-27 12:34:09,0,1989-01-01,Male
824,2015-04-27 12:37:10,1,0000-00-00,Male
825,2015-04-27 12:43:54,1,1987-03-21,Female
826,2015-04-27 12:44:50,1,1988-10-27,Male
827,2015-04-27 12:45:16,1,1988-09-11,Male
828,2015-04-27 12:49:10,0,1976-08-20,Male
829,2015-04-27 12:53:20,1,1986-02-10,Male
830,2015-04-27 12:53:33,1,1988-09-27,Female
831,2015-04-27 12:53:33,0,1992-04-22,Female
832,2015-04-27 12:54:07,1,1982-12-12,Male
833,2015-04-27 12:54:22,1,0000-00-00,Male
834,2015-04-27 12:58:30,0,1987-01-27,Female
835,2015-04-27 12:59:46,1,1975-04-26,Male
836,2015-04-27 13:01:12,0,1979-10-25,Female
837,2015-04-27 13:01:20,1,1989-07-07,Female
838,2015-04-27 13:03:08,0,1983-09-17,Male
839,2015-04-27 13:03:50,1,1990-11-21,Male
840,2015-04-27 13:04:00,1,1981-12-25,Male
841,2015-04-27 13:04:03,1,1989-06-11,Male
842,2015-04-27 13:04:17,0,1977-12-06,Male
843,2015-04-27 13:05:04,1,1985-08-26,Female
844,2015-04-27 13:05:47,0,1988-02-15,Female
845,2015-04-27 13:06:07,1,0000-00-00,Female
846,2015-04-27 13:07:58,1,1991-04-01,Female
847,2015-04-27 13:08:25,1,1997-02-11,Female
848,2015-04-27 13:08:41,1,1983-12-21,Male
849,2015-04-27 13:09:21,1,1998-03-18,Male
850,2015-04-27 13:09:23,1,1985-06-05,Male
851,2015-04-27 13:11:13,1,1987-01-27,Male
852,2015-04-27 13:13:31,0,1988-01-19,Female
853,2015-04-27 13:17:57,1,1976-12-17,Male
854,2015-04-27 13:22:32,1,1987-12-04,Male
855,2015-04-27 13:22:37,1,1990-12-05,Female
856,2015-04-27 13:27:06,1,1992-02-27,Female
857,2015-04-27 13:28:43,1,1994-01-31,Male
858,2015-04-27 13:35:53,1,0000-00-00,Male
859,2015-04-27 13:38:28,0,1985-01-22,Male
860,2015-04-27 13:40:11,1,1988-03-20,Female
861,2015-04-27 13:41:05,1,1978-12-14,Male
862,2015-04-27 13:41:10,1,1991-08-10,Male
863,2015-04-27 13:42:34,1,1987-07-23,Female
864,2015-04-27 13:44:20,1,1986-12-13,Male
865,2015-04-27 13:44:22,1,1986-12-25,Male
866,2015-04-27 13:44:52,1,1983-11-13,Female
867,2015-04-27 13:46:40,0,1986-08-04,Male
868,2015-04-27 13:47:00,1,0000-00-00,Male
869,2015-04-27 13:49:30,1,0000-00-00,Male
870,2015-04-27 13:51:14,1,1975-02-25,Male
871,2015-04-27 13:54:24,1,1977-09-25,Female
872,2015-04-27 13:58:50,1,1975-08-23,Male
873,2015-04-27 13:59:39,1,1986-02-09,Male
874,2015-04-27 14:00:40,1,1978-03-21,Male
875,2015-04-27 14:05:27,1,1986-09-01,Male
876,2015-04-27 14:07:19,1,1985-09-17,Male
877,2015-04-27 14:10:33,1,0000-00-00,Male
878,2015-04-27 14:11:43,1,1980-08-02,Male
879,2015-04-27 14:17:39,1,1985-08-07,Male
880,2015-04-27 14:20:48,1,1987-02-23,Female
881,2015-04-27 14:29:52,1,0000-00-00,Female
882,2015-04-27 14:35:22,0,1990-11-20,Female
883,2015-04-27 14:42:06,1,1990-03-29,Male
884,2015-04-27 14:44:17,1,0000-00-00,Male
885,2015-04-27 14:45:28,1,1979-12-08,Female
886,2015-04-27 14:49:35,1,0000-00-00,Female
887,2015-04-27 14:53:48,1,0000-00-00,Female
888,2015-04-27 15:01:01,1,1987-02-10,Female
889,2015-04-27 15:01:17,1,1979-09-03,Male
890,2015-04-27 15:02:05,0,1982-03-22,Male
891,2015-04-27 15:07:35,1,0000-00-00,Male
892,2015-04-27 15:10:48,1,0000-00-00,Male
893,2015-04-27 15:10:48,0,1983-11-23,Female
894,2015-04-27 15:12:51,1,1986-01-07,Male
895,2015-04-27 15:14:22,1,1987-03-16,Male
896,2015-04-27 15:15:09,1,1985-10-01,Male
897,2015-04-27 15:15:49,1,1991-05-10,Female
898,2015-04-27 15:16:33,1,1986-01-26,Male
899,2015-04-27 15:18:35,0,1986-06-02,Male
900,2015-04-27 15:19:11,1,1987-04-09,Female
901,2015-04-27 15:30:21,0,1983-11-23,Female
902,2015-04-27 15:31:18,0,1988-10-17,Female
903,2015-04-27 15:32:11,1,1991-06-15,Male
904,2015-04-27 15:33:59,0,1987-08-14,Female
905,2015-04-27 15:36:28,0,1982-07-05,Female
906,2015-04-27 15:39:01,1,1993-01-19,Male
907,2015-04-27 15:39:21,0,1982-11-30,Male
908,2015-04-27 15:40:09,0,1987-03-12,Male
909,2015-04-27 15:45:20,0,1971-06-29,Male
910,2015-04-27 15:47:00,0,1988-10-17,Female
911,2015-04-27 15:47:51,1,1974-09-23,Male
912,2015-04-27 15:51:54,0,1976-08-30,Male
913,2015-04-27 15:55:44,1,1986-03-23,Male
914,2015-04-27 15:56:23,0,1987-01-12,Male
915,2015-04-27 15:58:57,1,0000-00-00,Male
916,2015-04-27 16:07:29,1,1984-12-23,Female
917,2015-04-27 16:10:16,1,1975-01-20,Female
918,2015-04-27 16:11:49,1,1988-10-17,Female
919,2015-04-27 16:12:53,0,1987-01-12,Male
920,2015-04-27 16:13:58,1,1990-10-30,Female
921,2015-04-27 16:17:42,1,1988-05-03,Female
922,2015-04-27 16:19:14,1,1969-08-10,Male
923,2015-04-27 16:20:43,1,1983-06-03,Male
924,2015-04-27 16:24:24,1,1993-04-29,Male
925,2015-04-27 16:25:50,1,1990-01-10,Male
926,2015-04-27 16:28:18,1,1987-11-17,Female
927,2015-04-27 16:28:28,1,1986-07-06,Female
928,2015-04-27 16:36:02,1,0000-00-00,NULL
929,2015-04-27 16:38:01,1,1988-07-26,Male
930,2015-04-27 16:49:08,1,1983-08-26,Male
931,2015-04-27 16:50:07,0,1992-07-06,Male
932,2015-04-27 16:58:00,1,1990-03-28,Male
933,2015-04-27 16:59:54,1,1982-09-28,Male
934,2015-04-27 17:00:36,1,1986-03-25,Female
935,2015-04-27 17:02:05,0,1986-07-30,Female
936,2015-04-27 17:02:49,1,1982-07-17,Female
937,2015-04-27 17:03:07,1,1983-09-25,Male
938,2015-04-27 17:08:54,0,1991-02-17,Female
939,2015-04-27 17:10:25,1,0000-00-00,Female
940,2015-04-27 17:14:46,1,1987-08-30,Female
941,2015-04-27 17:15:10,1,1985-10-12,Male
942,2015-04-27 17:17:13,1,1990-01-27,Male
943,2015-04-27 17:26:46,1,1983-07-21,Male
944,2015-04-27 17:27:28,1,1989-01-10,Male
945,2015-04-27 17:34:42,0,1987-02-10,Female
946,2015-04-27 17:35:51,0,1987-06-20,Male
947,2015-04-27 17:37:54,0,1987-06-20,Male
948,2015-04-27 17:39:54,1,1982-01-27,Male
949,2015-04-27 17:40:40,1,1984-10-08,Male
950,2015-04-27 17:42:47,1,1983-03-07,Male
951,2015-04-27 17:44:53,0,1988-02-19,Male
952,2015-04-27 17:46:15,1,1986-04-15,Female
953,2015-04-27 17:46:38,0,1980-09-23,Female
954,2015-04-27 17:47:24,1,1994-04-09,Female
955,2015-04-27 17:54:07,1,1988-07-30,Female
956,2015-04-27 17:54:48,1,1983-02-24,Male
957,2015-04-27 17:56:31,0,1994-05-19,Male
958,2015-04-27 17:57:34,0,1989-01-03,Female
959,2015-04-27 18:00:11,1,1978-01-06,Male
960,2015-04-27 18:06:37,1,0000-00-00,Male
961,2015-04-27 18:08:15,1,1984-06-14,Male
962,2015-04-27 18:09:47,1,1981-01-02,Male
963,2015-04-27 18:12:04,1,1982-01-10,Male
964,2015-04-27 18:20:30,1,1982-04-18,Male
965,2015-04-27 18:24:21,1,1989-06-21,Male
966,2015-04-27 18:29:20,0,1985-05-23,Male
967,2015-04-27 18:32:21,0,1995-01-01,Male
968,2015-04-27 18:33:53,0,1991-11-13,Female
969,2015-04-27 18:38:42,0,1963-10-29,Male
970,2015-04-27 18:43:05,1,1986-01-08,Male
971,2015-04-27 18:45:13,1,1987-01-01,Male
972,2015-04-27 18:45:18,1,1990-09-17,Male
973,2015-04-27 18:50:14,1,1986-09-11,Male
974,2015-04-27 18:57:38,0,1988-12-16,Female
975,2015-04-27 19:02:13,1,1989-03-01,Male
976,2015-04-27 19:03:24,1,1986-12-06,Male
977,2015-04-27 19:03:41,1,1978-08-22,Female
978,2015-04-27 19:04:42,1,1987-01-01,Male
979,2015-04-27 19:11:47,1,0000-00-00,Male
980,2015-04-27 19:12:00,1,1985-06-01,Female
981,2015-04-27 19:12:45,1,1988-12-16,Female
982,2015-04-27 19:14:47,1,1991-11-13,Female
983,2015-04-27 19:16:25,1,1990-04-16,Female
984,2015-04-27 19:17:06,1,1992-06-19,Male
985,2015-04-27 19:20:47,1,1992-06-16,Female
986,2015-04-27 19:31:24,0,1984-02-07,Male
987,2015-04-27 19:32:38,0,1974-11-25,Female
988,2015-04-27 19:34:17,1,1989-11-11,Male
989,2015-04-27 19:43:10,1,1985-11-09,Male
990,2015-04-27 19:45:42,1,1975-01-12,Male
991,2015-04-27 20:03:22,1,1988-06-26,Female
992,2015-04-27 20:03:48,1,1992-01-03,Male
993,2015-04-27 20:04:24,1,1986-05-28,Male
994,2015-04-27 20:04:26,1,1988-08-31,Male
995,2015-04-27 20:06:07,1,1987-08-17,Male
996,2015-04-27 20:06:53,1,1987-01-03,Female
997,2015-04-27 20:07:12,0,1983-04-05,Male
998,2015-04-27 20:07:32,0,1989-03-19,Male
999,2015-04-27 20:09:03,0,1985-12-11,Female
1000,2015-04-27 20:09:44,1,0000-00-00,Female
1001,2015-04-27 20:10:18,0,1994-08-17,Male
1002,2015-04-27 20:11:47,1,1991-08-23,Male
1003,2015-04-27 20:11:55,0,1988-10-03,Female
1004,2015-04-27 20:12:28,1,1988-05-09,Male
1005,2015-04-27 20:13:39,1,1988-10-28,Male
1006,2015-04-27 20:14:54,0,1985-11-16,Female
1007,2015-04-27 20:16:18,1,1978-03-20,Male
1008,2015-04-27 20:17:51,1,0000-00-00,Male
1009,2015-04-27 20:22:54,1,1988-03-06,Male
1010,2015-04-27 20:26:44,1,1989-03-19,Male
1011,2015-04-27 20:27:36,0,1985-07-13,Female
1012,2015-04-27 20:29:26,0,1987-10-05,Female
1013,2015-04-27 20:31:32,1,0000-00-00,Female
1014,2015-04-27 20:33:26,1,1987-10-07,Female
1015,2015-04-27 20:34:44,0,1987-10-03,Female
1016,2015-04-27 20:38:58,1,0000-00-00,Female
1017,2015-04-27 20:40:33,1,1983-11-07,Male
1018,2015-04-27 20:47:45,1,1986-09-21,Male
1019,2015-04-27 20:51:50,1,1976-01-25,Female
1020,2015-04-27 20:53:13,1,1986-02-07,Female
1021,2015-04-27 20:53:39,1,1985-02-06,Female
1022,2015-04-27 20:56:20,0,1989-04-07,Male
1023,2015-04-27 21:00:16,1,1983-08-08,Female
1024,2015-04-27 21:02:00,0,1990-07-08,Female
1025,2015-04-27 21:05:55,0,1984-10-28,Male
1026,2015-04-27 21:11:31,0,1981-06-20,Female
1027,2015-04-27 21:15:26,1,1992-03-18,Male
1028,2015-04-27 21:20:27,0,1984-12-13,Male
1029,2015-04-27 21:28:52,1,1982-01-30,Male
1030,2015-04-27 21:32:51,1,1980-02-09,Male
1031,2015-04-27 21:34:48,1,1987-01-19,Male
1032,2015-04-27 21:36:04,0,1983-08-08,Female
1033,2015-04-27 21:41:53,1,1981-03-25,Female
